patologia,relazione,entita_collegata,tipo_entita,diagnosi,esami_laboratorio,ambito,terapia,farmaci,quadro_radiologico,anatomia_patologica
Angina pectoris,FATTORE_RISCHIO,sedentarieta',stile_vita,"ECG da sforzo, scintigrafia miocardica, coronarografia","profilo lipidico completo, HbA1c, funzionalita' renale, emocromo",Cardiologia,"nitrati sublinguali da bisogno, betabloccanti, calcio-antagonisti, ACE-inibitori, statine, antiaggreganti","Nitroglicerina 0.4 mg sublinguale da bisogno
Atenololo 50-100 mg die
Amlodipina 5-10 mg die
Aspirina 100 mg die
Atorvastatina 20-80 mg die
Isosorbide mononitrato 40-120 mg die","- ECG basale: possibile normale o depressione ST transitoria durante il dolore
- ECG da sforzo: depressione orizzontale o discendente del tratto ST >=1 mm
- Scintigrafia miocardica (SPECT): difetti di captazione reversibili (ischemia) o fissi (cicatrice)
- Coronarografia: stenosi coronarica >=70% (o >=50% per tronco comune)
- TC coronarica: stenosi calcifiche, plaque non calcifiche
","- Macroscopico: arterie coronarie con placche aterosclerotiche, stenosi
- Istologico: placca ateromatosa con nucleo lipidico, fibrosa, calcificazioni, trombosi sovrapposta
- Colorazioni: H&E, elastica di Weigert ( fibre elastiche), colorazione di Sudan (lipidi)
"
Angina pectoris,FATTORE_RISCHIO,eta' avanzata,stile_vita,"ECG da sforzo, scintigrafia miocardica, coronarografia","profilo lipidico completo, HbA1c, funzionalita' renale, emocromo",Cardiologia,"nitrati sublinguali da bisogno, betabloccanti, calcio-antagonisti, ACE-inibitori, statine, antiaggreganti","Nitroglicerina 0.4 mg sublinguale da bisogno
Atenololo 50-100 mg die
Amlodipina 5-10 mg die
Aspirina 100 mg die
Atorvastatina 20-80 mg die
Isosorbide mononitrato 40-120 mg die","- ECG basale: possibile normale o depressione ST transitoria durante il dolore
- ECG da sforzo: depressione orizzontale o discendente del tratto ST >=1 mm
- Scintigrafia miocardica (SPECT): difetti di captazione reversibili (ischemia) o fissi (cicatrice)
- Coronarografia: stenosi coronarica >=70% (o >=50% per tronco comune)
- TC coronarica: stenosi calcifiche, plaque non calcifiche
","- Macroscopico: arterie coronarie con placche aterosclerotiche, stenosi
- Istologico: placca ateromatosa con nucleo lipidico, fibrosa, calcificazioni, trombosi sovrapposta
- Colorazioni: H&E, elastica di Weigert ( fibre elastiche), colorazione di Sudan (lipidi)
"
Angina pectoris,FATTORE_RISCHIO,Sesso maschile,stile_vita,"ECG da sforzo, scintigrafia miocardica, coronarografia","profilo lipidico completo, HbA1c, funzionalita' renale, emocromo",Cardiologia,"nitrati sublinguali da bisogno, betabloccanti, calcio-antagonisti, ACE-inibitori, statine, antiaggreganti","Nitroglicerina 0.4 mg sublinguale da bisogno
Atenololo 50-100 mg die
Amlodipina 5-10 mg die
Aspirina 100 mg die
Atorvastatina 20-80 mg die
Isosorbide mononitrato 40-120 mg die","- ECG basale: possibile normale o depressione ST transitoria durante il dolore
- ECG da sforzo: depressione orizzontale o discendente del tratto ST >=1 mm
- Scintigrafia miocardica (SPECT): difetti di captazione reversibili (ischemia) o fissi (cicatrice)
- Coronarografia: stenosi coronarica >=70% (o >=50% per tronco comune)
- TC coronarica: stenosi calcifiche, plaque non calcifiche
","- Macroscopico: arterie coronarie con placche aterosclerotiche, stenosi
- Istologico: placca ateromatosa con nucleo lipidico, fibrosa, calcificazioni, trombosi sovrapposta
- Colorazioni: H&E, elastica di Weigert ( fibre elastiche), colorazione di Sudan (lipidi)
"
Angina pectoris,FATTORE_RISCHIO,familiarieta' positiva per cardiopatia ischemica,stile_vita,"ECG da sforzo, scintigrafia miocardica, coronarografia","profilo lipidico completo, HbA1c, funzionalita' renale, emocromo",Cardiologia,"nitrati sublinguali da bisogno, betabloccanti, calcio-antagonisti, ACE-inibitori, statine, antiaggreganti","Nitroglicerina 0.4 mg sublinguale da bisogno
Atenololo 50-100 mg die
Amlodipina 5-10 mg die
Aspirina 100 mg die
Atorvastatina 20-80 mg die
Isosorbide mononitrato 40-120 mg die","- ECG basale: possibile normale o depressione ST transitoria durante il dolore
- ECG da sforzo: depressione orizzontale o discendente del tratto ST >=1 mm
- Scintigrafia miocardica (SPECT): difetti di captazione reversibili (ischemia) o fissi (cicatrice)
- Coronarografia: stenosi coronarica >=70% (o >=50% per tronco comune)
- TC coronarica: stenosi calcifiche, plaque non calcifiche
","- Macroscopico: arterie coronarie con placche aterosclerotiche, stenosi
- Istologico: placca ateromatosa con nucleo lipidico, fibrosa, calcificazioni, trombosi sovrapposta
- Colorazioni: H&E, elastica di Weigert ( fibre elastiche), colorazione di Sudan (lipidi)
"
Angina pectoris,FATTORE_RISCHIO,stress emotivo,stile_vita,"ECG da sforzo, scintigrafia miocardica, coronarografia","profilo lipidico completo, HbA1c, funzionalita' renale, emocromo",Cardiologia,"nitrati sublinguali da bisogno, betabloccanti, calcio-antagonisti, ACE-inibitori, statine, antiaggreganti","Nitroglicerina 0.4 mg sublinguale da bisogno
Atenololo 50-100 mg die
Amlodipina 5-10 mg die
Aspirina 100 mg die
Atorvastatina 20-80 mg die
Isosorbide mononitrato 40-120 mg die","- ECG basale: possibile normale o depressione ST transitoria durante il dolore
- ECG da sforzo: depressione orizzontale o discendente del tratto ST >=1 mm
- Scintigrafia miocardica (SPECT): difetti di captazione reversibili (ischemia) o fissi (cicatrice)
- Coronarografia: stenosi coronarica >=70% (o >=50% per tronco comune)
- TC coronarica: stenosi calcifiche, plaque non calcifiche
","- Macroscopico: arterie coronarie con placche aterosclerotiche, stenosi
- Istologico: placca ateromatosa con nucleo lipidico, fibrosa, calcificazioni, trombosi sovrapposta
- Colorazioni: H&E, elastica di Weigert ( fibre elastiche), colorazione di Sudan (lipidi)
"
Aterosclerosi,HA_SINTOMO,Angina pectoris,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,Claudicatio intermittens,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,Dispnea,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,Dolore toracico,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,Ictus,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,dolore alle gambe durante cammino,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,intorpidimento,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,perdita di capelli sugli arti inferiori,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,cute fredda,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,cianosi,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,HA_SINTOMO,ulcere cutanee,sintomo,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Ipertensione arteriosa,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Ipercolesterolemia,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Diabete mellito,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Fumo di sigaretta,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Obesità,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
Aterosclerosi,FATTORE_RISCHIO,Sedentarietà,stile_vita,"Ecocardiografia Doppler, angio-TC, risonanza magnetica, cateterismo cardiaco, ECG","Colesterolo totale, LDL, HDL, trigliceridi, glicemia, HbA1c, omocisteina, PCR, fibrinogeno",Cardiologia,"Statine, antiaggreganti piastrinici, ACE inibitori, modifiche dello stile di vita, interventi vascolari","Atorvastatina 10-80mg al giorno
Aspirina 100mg al giorno
Ramipril 2.5-10mg al giorno
Clopidogrel 75mg al giorno","- Eco-Doppler: placche ateromatose, stenosi vascolare
- Angio-TC: placche calcifiche, stenosi delle arterie coronarie
- RM: placche lipidiche ad alto rischio
","- Placche ateromatose nella tunica intima
- Necrosi lipidica, calcificazione
- Ulcera della placca, trombosi
"
